#,"Nice, and you are:",Ethnic Group Code,Monthly Household Income,District Code,Tertiary Institute,Tertiary_Other,What's the name of the tertiary institute?,"I have a certain amount of intelligence, and I can't really do much to change it.",My intelligence is something that I cannot change very much.,"I believe that no matter who you are, you can significantly change your intelligence level.",I believe that you can't really change how intelligent you are.,I believe that you can always substantially change how intelligent you are.,"You can learn new things, but you can't really change your basic intelligence.","No matter how much intelligence you have, whether high or low, you can always change it to quite a degree.",I can change even my basic intelligence level considerably.,"People have a certain amount of talent, and you can't really do much to change it.",Your talent is something you can't change very much.,"No matter who you are, you can significantly change your level of talent.","To be honest, you can't really change how much talent you have.",You can always substantially change how much talent you have.,"I can learn new things, but I can't really change my basic level of talent.","No matter how much talent you have, you can always change it quite a bit.",You can change even your basic talent level considerably.,I can make unpopular or difficult decisions that affect other people if necessary.,I don't think of myself as a strong person when dealing with life's challenges and difficulties.,"Under pressure, I stay focused and think clearly.","I prefer to take the lead in solving problems, rather than letting others make all the decisions.",I feel in control of my life.,I try to see the funny side of things when I am faced with problems.,"Good or bad, I believe that most things happen for a reason.",I don't believe that I can achieve my goals if there are problems.,"I work to attain my goals, no matter what problems I encounter along the way.",Having to cope with stress can make me stronger.,"On a whole, I am satisfied with myself.","At times, I think I'm no good at all.",I feel that I have a number of good qualities.,I am able to do things as well as most people.,I feel I do not have much to be proud of.,I certainly feel useless at times.,"I feel that I'm a person of worth, at least on an equal plane with others.",I wish I could have more respect for myself.,"All in all, I am inclined to feel that I am a failure.",I take a positive attitude towards myself.,I can always manage to solve difficult problems if I try hard enough.,"If someone opposes me, I can find means and ways to get what I want.",It is easy for me to stick to my aims and accomplish my goals.,I am confident that I can efficiently deal with unexpected events.,"Thanks to my resourcefulness, I know how to handle unforeseen situations.",I can solve most problems if I invest the necessary effort.,I can remain calm when facing difficulties because I can rely on my coping abilities.,"When I am confronted with a problem, I can usually find several solutions.","If I'm in a bind, I can usually think of something to do.","No matter what comes my way, I'm usually able to handle it.",It's fun to learn about unfamiliar subjects.,It's fascinating to learn new information.,I enjoy exploring new ideas.,"If I get to learn something new, I like to find out more.",It's fun to discuss abstract concepts.,I paint an interesting picture of the future for my group.,I'm always seeking new opportunities for my group.,I inspire my group with my plan for the future.,I have a clear understanding of where we are going.,I'm able to get others committed to my dream.,I would describe myself as someone who actively seeks as much information as I can in a new situation.,"When I am participating in an activity, I tend to get so involved that I lose track of time.",I frequently find myself looking for new opportunities to grow as a person.,I am <strong>not</strong> the type of person who probes deeply into new situations or things.,"When I am actively interested in something, it takes a great deal to interrupt me.",My friends would describe me as someone who is 'extremely intense' when in the middle of doing something.,"Everywhere I go, I am out looking for new things or experiences.",I am able to finish all my work during a set amount of time.,I know all the tasks I have to accomplish for the day.,I am able to plan and set goals for my projects.,I can set aside distractions and focus on what I am doing.,I set up a schedule for tasks and projects to be done.,I am sensitive to what others are not saying.,I am aware of what others imply but do not say.,I understand how others feel.,I listen for more than just the spoken words.,I assure others that I will remember what they say.,I summarise points of agreement and disagreement when appropriate.,I keep track of points others make.,I assure others that I am listening by using verbal acknowledgements.,I assure others that I am receptive to their ideas.,I ask questions that show my understanding of others' positions.,"I show others that I am listening through my body language (e.g. head nods, eye contact)",I am able to finish all my work during a set amount of time.,I know all the tasks I have to accomplish for the day.,I am able to plan and set goals for my projects.,I can set aside distractions and focus on what I am doing.,I set up a schedule for tasks and projects to be done.,How much do you contribute ideas/information/resources?,How participatory are you?,What is your typical standard of work quality?,How well do you manage your time?,How much do you support the team?,How prepared are you usually?,How do you participate in group problem solving?,How aware are you of the team dynamics and your impact on the team?,How supportive are you in a team?,How flexible are you between roles?,How self-reflective are you?,Score,Start Date (UTC),Submit Date (UTC),Network ID
ead1e72b4af6780087fedd53443aca55,Female,3,"$9,000 to $10,999",3,Polytechnic,,Temasek Polytechnic,4,5,3,3,5,3,4,4,6,6,2,6,3,5,2,3,5,5,5,5,4,3,7,3,6,6,2,7,1,5,7,7,1,7,7,1,5,3,2,2,3,2,3,3,4,4,7,7,7,7,3,3,4,4,4,4,5,4,7,2,5,6,4,5,5,5,5,6,7,5,6,7,7,5,3,4,6,7,7,,,,,,I freely share ideas information and resources.,I often make an effort to participate and remain engaged even when a project moves away from my own immediate interests.,My work reflects a strong effort. I self-monitor to improve the quality of my work.,I usually use time well to ensure that things are done so others do not have to adjust deadlines or work responsibilities.,I represent the team and the work of fellow group members in a positive manner when I am in other settings.,I consistently bring needed materials and come ready to work.,"I consistently participate in group problem solving with an open mind, sharing thoughts and ideas without inhibiting the contributions of others.",I often know how to gauge my own impact on the group and am generally aware of team dynamics.,"I usually listen to, respect, acknowledge, and support the efforts of others. I occasionally allow conflict or personal differences to interfere with communication.",I can assume both roles (leader and follower) but am more comfortable in one role than the other.,"Self-reflection usually occurs after collaborative activities, but most often when things don't go well.",10,2018-02-27 14:51:27,2018-02-27 15:14:40,9ab73a6303
dfb8726bef39c364a56dbabd81c82a5f,Male,3,"$5,000 to $6,999",28,Junior College,,St Andrews JC,4,4,6,2,6,4,5,5,5,5,3,3,3,3,3,3,5,3,4,6,5,4,7,2,6,6,5,3,6,4,2,3,5,3,1,6,6,6,4,5,6,6,5,6,6,4,6,6,6,6,6,6,5,5,5,5,5,7,6,2,5,5,6,4,3,3,3,2,7,7,7,7,7,6,6,6,6,6,6,,,,,,"I usually share ideas, information and resources.",I often make an effort to participate and remain engaged even when a project moves away from my own immediate interests.,My work reflects a strong effort. I self-monitor to improve the quality of my work.,"I tend to procrastinate, meaning others may have to adjust deadlines or work responsibilities.",I usually represent the team and the work of fellow members in a positive manner when I am in other settings.,I usually bring needed materials and come ready to work.,"I usually participate in group problem solving with an open mind, sharing thoughts and ideas without inhibiting the contribution of others.",I consistently know how to gauge my own impact on the group and am routinely aware of team dynamics.,"I consistently listen to, respect, acknowledge and support the efforts of others.",I can easily move between leader and follower. Assuming either role as needed to accomplish the task.,"Self-reflection usually occurs after collaborative activities, but most often when things don't go well.",9,2018-02-27 14:39:39,2018-02-27 14:52:03,86856911a5
0b8e33e5c97aaa7ec81510649c36ae0e,Female,6,"Below $1,000",27,ITE,,ITE East,5,5,6,3,7,4,7,6,7,3,5,3,7,7,7,7,7,4,5,6,6,6,7,4,7,5,6,5,6,6,4,4,6,2,2,7,7,7,5,6,6,7,6,6,6,5,7,7,7,7,5,6,6,6,6,7,7,5,6,3,7,4,6,7,7,7,7,6,4,6,7,7,6,7,6,7,7,7,7,,,,,,"I usually share ideas, information and resources.",I often make an effort to participate and remain engaged even when a project moves away from my own immediate interests.,My work reflects a strong effort. I self-monitor to improve the quality of my work.,I usually use time well to ensure that things are done so others do not have to adjust deadlines or work responsibilities.,Occasionally I am critical of the team or the work of fellow group members when I am in other settings.,I consistently bring needed materials and come ready to work.,"I consistently participate in group problem solving with an open mind, sharing thoughts and ideas without inhibiting the contributions of others.",I consistently know how to gauge my own impact on the group and am routinely aware of team dynamics.,"I consistently listen to, respect, acknowledge and support the efforts of others.",I can easily move between leader and follower. Assuming either role as needed to accomplish the task.,"Self-reflection usually occurs after collaborative activities, but most often when things don't go well.",9,2018-02-27 14:15:44,2018-02-27 14:39:56,bc652c88df
56d13e916af45f04ef6d762c9227befd,Female,3,"$5,000 to $6,999",19,Junior College,,Victoria Junior College,1,2,6,2,6,2,6,5,3,3,5,3,5,3,5,5,6,3,4,6,5,6,6,2,6,6,5,6,6,6,4,6,6,5,4,5,6,5,5,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,4,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,"I usually share ideas, information and resources.",I often make an effort to participate and remain engaged even when a project moves away from my own immediate interests.,My work reflects a strong effort. I self-monitor to improve the quality of my work.,I usually use time well to ensure that things are done so others do not have to adjust deadlines or work responsibilities.,I usually represent the team and the work of fellow members in a positive manner when I am in other settings.,I usually bring needed materials and come ready to work.,"I usually participate in group problem solving with an open mind, sharing thoughts and ideas without inhibiting the contribution of others.",I often know how to gauge my own impact on the group and am generally aware of team dynamics.,"I consistently listen to, respect, acknowledge and support the efforts of others.",I can easily move between leader and follower. Assuming either role as needed to accomplish the task.,I consistently use self-reflection after collaborative activities.,9,2018-02-27 13:54:28,2018-02-27 14:36:22,e4686887a4
8660d9c0b8b2919c3b4a300fa01673bf,Female,3,"$21,000 and above",16,Polytechnic,,temasek polytechnic,5,5,3,5,3,6,3,2,5,5,3,5,3,7,2,2,3,3,5,2,5,6,6,3,6,5,6,5,5,5,2,5,6,6,3,6,6,6,3,5,5,6,5,5,5,5,6,7,7,5,5,5,6,6,5,5,6,6,6,3,7,7,5,3,5,3,3,3,2,7,7,7,6,6,5,5,6,6,6,,,,,,I freely share ideas information and resources.,I sometimes make an effort to participate and remain engaged when a project moves away from my own immediate interests.,My work reflects some effort but occasionally needs to be checked and/or redone by others to ensure quality.,"I tend to procrastinate, meaning others may have to adjust deadlines or work responsibilities.",I usually represent the team and the work of fellow members in a positive manner when I am in other settings.,"I make an effort to bring or find materials needed to work, but often misplace things.","I usually participate in group problem solving with an open mind, sharing thoughts and ideas without inhibiting the contribution of others.",I often know how to gauge my own impact on the group and am generally aware of team dynamics.,"I consistently listen to, respect, acknowledge and support the efforts of others.",I can assume both roles (leader and follower) but am more comfortable in one role than the other.,I consistently use self-reflection after collaborative activities.,8,2018-02-27 14:01:59,2018-02-27 14:13:42,b030db553e
d2e698068eb77d7d2e910fd7993ce4c9,Female,3,"$1,000 to $2,999",23,Junior College,,Pioneer JC,3,1,5,2,5,3,5,4,3,3,5,3,5,3,5,6,3,3,3,6,5,3,6,3,5,5,4,5,5,5,4,5,5,5,3,5,6,6,5,5,5,5,5,5,4,5,7,7,7,7,7,3,6,5,6,5,7,6,6,3,5,5,6,4,6,6,5,5,3,6,6,6,4,6,6,6,6,6,6,,,,,,"I usually share ideas, information and resources.",I sometimes make an effort to participate and remain engaged when a project moves away from my own immediate interests.,My work reflects very little effort and often needs to be checked and/or redone by others to ensure quality.,I usually use time well to ensure that things are done so others do not have to adjust deadlines or work responsibilities.,I usually represent the team and the work of fellow members in a positive manner when I am in other settings.,I usually bring needed materials and come ready to work.,"I usually participate in group problem solving with an open mind, sharing thoughts and ideas without inhibiting the contribution of others.",I often know how to gauge my own impact on the group and am generally aware of team dynamics.,"I usually listen to, respect, acknowledge, and support the efforts of others. I occasionally allow conflict or personal differences to interfere with communication.",I can easily move between leader and follower. Assuming either role as needed to accomplish the task.,"Self-reflection usually occurs after collaborative activities, but most often when things don't go well.",6,2018-02-27 13:45:40,2018-02-27 13:57:24,dc7398cbd2
d152217a8b0da69978a3c55e25b8f0e9,Male,6,"$11,000 to $12,999",16,ITE,,ITE College East,6,6,5,5,6,5,5,5,4,6,6,4,4,6,7,6,6,5,4,4,3,4,6,3,6,5,4,6,6,5,5,7,5,7,6,4,6,6,4,6,5,5,5,5,6,5,7,7,6,6,7,4,5,4,4,4,6,4,5,5,3,3,4,4,5,4,2,2,5,6,6,6,6,6,5,6,6,5,7,,,,,,"I usually share ideas, information and resources.",I often make an effort to participate and remain engaged even when a project moves away from my own immediate interests.,My work reflects my best efforts. I continuously make small changes to improve the quality of my work.,"I tend to procrastinate, meaning others may have to adjust deadlines or work responsibilities.",I represent the team and the work of fellow group members in a positive manner when I am in other settings.,I usually bring needed materials and come ready to work.,"I usually participate in group problem solving with an open mind, sharing thoughts and ideas without inhibiting the contribution of others.",I occasionally know how to gauge my own impact on the group and I'm somewhat aware of team dynamics.,"I consistently listen to, respect, acknowledge and support the efforts of others.",I can assume both roles (leader and follower) but am more comfortable in one role than the other.,"Self-reflection usually occurs after collaborative activities, but most often when things don't go well.",10,2018-02-27 13:23:16,2018-02-27 13:38:31,27c6246749
6e4d0d52180ce3521cc01cab9586e715,Male,3,"$5,000 to $6,999",18,Junior College,,VJC,4,4,3,4,5,2,3,5,3,4,3,4,5,4,5,5,4,2,3,5,5,5,7,1,4,5,6,5,4,5,4,4,5,6,2,5,4,3,3,3,3,4,4,3,4,4,5,5,5,5,4,5,5,4,4,4,4,3,4,4,4,3,3,4,5,4,3,4,5,5,6,6,6,4,4,6,7,6,6,,,,,,"I usually share ideas, information and resources.",I can be relied on to participate and remain engaged even when a project moves away from my own immediate interests.,My work reflects a strong effort. I self-monitor to improve the quality of my work.,I usually use time well to ensure that things are done so others do not have to adjust deadlines or work responsibilities.,I usually represent the team and the work of fellow members in a positive manner when I am in other settings.,I usually bring needed materials and come ready to work.,"I usually participate in group problem solving with an open mind, sharing thoughts and ideas without inhibiting the contribution of others.",I often know how to gauge my own impact on the group and am generally aware of team dynamics.,"I usually listen to, respect, acknowledge, and support the efforts of others. I occasionally allow conflict or personal differences to interfere with communication.",I can assume both roles (leader and follower) but am more comfortable in one role than the other.,"Self-reflection usually occurs after collaborative activities, but most often when things don't go well.",10,2018-02-27 13:17:07,2018-02-27 13:26:54,9bfbe541d8
d17a5829b6fdbcb1a59265647b3bbfdc,Female,3,"$3,000 to $4,999",27,Polytechnic,,Republic,3,3,7,2,5,2,7,7,6,6,2,6,2,7,2,3,6,6,6,6,6,6,7,1,6,7,7,2,6,6,2,6,6,2,3,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,6,6,6,6,6,6,5,6,7,7,7,7,7,7,7,7,7,,,,,,"I usually share ideas, information and resources.",I can be relied on to participate and remain engaged even when a project moves away from my own immediate interests.,My work reflects a strong effort. I self-monitor to improve the quality of my work.,I usually use time well to ensure that things are done so others do not have to adjust deadlines or work responsibilities.,I represent the team and the work of fellow group members in a positive manner when I am in other settings.,"I make an effort to bring or find materials needed to work, but often misplace things.","I consistently participate in group problem solving with an open mind, sharing thoughts and ideas without inhibiting the contributions of others.",I consistently know how to gauge my own impact on the group and am routinely aware of team dynamics.,"I consistently listen to, respect, acknowledge and support the efforts of others.",I can assume both roles (leader and follower) but am more comfortable in one role than the other.,Self-reflection occurs after collaborative activities when prompted or reminded by others.,10,2018-02-27 13:00:31,2018-02-27 13:10:55,51f7d6b6dc
175ae3d5b2b2c605a5d57d9a44ee4aea,Male,4,"$1,000 to $2,999",19,ITE,,ITE College East,4,4,6,3,5,5,5,5,4,3,5,4,5,4,5,5,5,4,3,5,5,4,7,3,6,6,5,4,5,5,3,4,6,4,2,6,6,4,5,5,4,6,5,6,5,5,5,6,7,6,5,5,6,5,5,6,6,6,6,3,6,5,5,5,5,6,4,5,4,6,6,6,5,5,4,6,6,6,6,,,,,,"I usually share ideas, information and resources.",I sometimes make an effort to participate and remain engaged when a project moves away from my own immediate interests.,My work reflects some effort but occasionally needs to be checked and/or redone by others to ensure quality.,I usually use time well to ensure that things are done so others do not have to adjust deadlines or work responsibilities.,I usually represent the team and the work of fellow members in a positive manner when I am in other settings.,I usually bring needed materials and come ready to work.,"I make an effort to participate in group problem solving with an open mind. I generally share my thoughts and ideas, but I sometimes inhibit the contributions of others.",I occasionally know how to gauge my own impact on the group and I'm somewhat aware of team dynamics.,"I consistently listen to, respect, acknowledge and support the efforts of others.",I can easily move between leader and follower. Assuming either role as needed to accomplish the task.,I consistently use self-reflection after collaborative activities.,7,2018-02-27 12:52:51,2018-02-27 13:06:58,a0b900705b
2e8641048203f6cd4cff51f6954091a2,Female,3,"$7000 to $8,999",19,ITE,,ITE College East,4,4,3,4,4,5,3,3,3,2,5,2,6,2,5,6,5,6,2,6,4,6,4,2,5,4,2,6,5,3,6,5,4,7,6,4,3,3,3,4,3,6,3,3,3,3,6,7,6,6,5,6,5,6,5,4,3,5,5,2,6,3,3,1,3,3,1,2,3,5,6,6,5,5,5,5,5,6,5,,,,,,"I share ideas, information and resources upon request.",I sometimes make an effort to participate and remain engaged when a project moves away from my own immediate interests.,My work reflects a strong effort. I self-monitor to improve the quality of my work.,"I tend to procrastinate, meaning others may have to adjust deadlines or work responsibilities.",Occasionally I am critical of the team or the work of fellow group members when I am in other settings.,"I make an effort to bring or find materials needed to work, but often misplace things.","I make an effort to participate in group problem solving with an open mind. I generally share my thoughts and ideas, but I sometimes inhibit the contributions of others.",I occasionally know how to gauge my own impact on the group and I'm somewhat aware of team dynamics.,"I usually listen to, respect, acknowledge, and support the efforts of others. I occasionally allow conflict or personal differences to interfere with communication.",I can assume both roles (leader and follower) but am more comfortable in one role than the other.,"Self-reflection usually occurs after collaborative activities, but most often when things don't go well.",7,2018-02-27 12:51:21,2018-02-27 13:06:42,724b85221a
80a5be92560025edf47d3457c546cc27,Male,4,"$1,000 to $2,999",18,ITE,,College East,3,3,6,2,5,3,5,6,2,2,6,2,4,2,5,6,4,3,5,6,5,5,5,2,6,5,6,5,6,6,2,3,5,4,3,5,5,4,5,3,4,4,5,4,4,5,5,5,5,6,6,6,5,4,4,5,5,4,5,4,4,6,6,6,5,5,4,3,4,4,4,4,4,4,5,6,5,4,4,,,,,,"I usually share ideas, information and resources.",I often make an effort to participate and remain engaged even when a project moves away from my own immediate interests.,My work reflects some effort but occasionally needs to be checked and/or redone by others to ensure quality.,"I tend to procrastinate, meaning others may have to adjust deadlines or work responsibilities.",I usually represent the team and the work of fellow members in a positive manner when I am in other settings.,"I make an effort to bring or find materials needed to work, but often misplace things.","I usually participate in group problem solving with an open mind, sharing thoughts and ideas without inhibiting the contribution of others.",I often know how to gauge my own impact on the group and am generally aware of team dynamics.,"I sometimes listen to, respect, acknowledge, or support the efforts of others. At times I allow conflict of personal differences to interfere with communication.",I can assume both roles (leader and follower) but am more comfortable in one role than the other.,"Self-reflection usually occurs after collaborative activities, but most often when things don't go well.",8,2018-02-27 12:52:38,2018-02-27 13:02:16,92abc94de5
